DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	11p15.5	11	2097630	INS-IGF2	H19 - IGF2	ENSG00000130600	ENSG00000167244		96160	31482	rs11042596-T	rs11042596	0	11042596	TF_binding_site_variant	1	0.336254	4E-22	21.397940008672037		0.026856	[0.021-0.032] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	2p21	2	46257171	EPAS1	RPL36AP14			ENSG00000233335			rs17034876-T	rs17034876	0	17034876	non_coding_transcript_exon_variant	0	0.700357	3E-47	46.52287874528034		0.042243	[0.037-0.048] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	2p21	2	46340137	EPAS1	EPAS1			ENSG00000116016			rs4953353-G	rs4953353	0	4953353	intron_variant	0	0.631578	3E-11	10.522878745280337		0.017903	[0.013-0.023] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	2q11.2	2	96816264	CNNM3	CNNM3			ENSG00000168763			rs186606513-G	rs186606513	0	186606513	5_prime_UTR_variant	0	0.977952	3E-9	8.522878745280337		0.060699	[0.041-0.081] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	2q24.1	2	157550353	ACVR1C	ACVR1C			ENSG00000123612			rs56188432-G	rs56188432	0	56188432	missense_variant	0	0.00229800000000002	1E-16	16.0		0.258489	[0.2-0.32] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	2q32.2	2	190979104	STAT1	STAT1			ENSG00000115415			rs2280235-G	rs2280235	0	2280235	splice_region_variant	0	0.259091	7E-10	9.154901959985743		0.018251	[0.012-0.024] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	2q36.3	2	226154745	LOC646736, COL4A4, IRS1							rs10181515-T	rs10181515	0	10181515	TF_binding_site_variant	1	0.224502	2E-12	11.698970004336019		0.021433	[0.015-0.027] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	3p21.31	3	46905597	PTH1R	PTH1R - CCDC12	ENSG00000160801	ENSG00000160799		1798	16129	rs2168443-T	rs2168443	0	2168443	intergenic_variant	1	0.379229	4E-10	9.397940008672037		0.016595	[0.011-0.022] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	3q21.1	3	123346931	ADCY5	ADCY5			ENSG00000173175			rs11708067-G	rs11708067	0	11708067	intron_variant	0	0.237762	2E-42	41.69897000433602		0.040866	[0.035-0.047] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	3q21.1	3	123406864	ADCY5	ADCY5			ENSG00000173175			rs9851257-T	rs9851257	0	9851257	intron_variant	0	0.732892	2E-12	11.698970004336019		0.020358	[0.015-0.026] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	3q23	3	142404999	XRN1	XRN1			ENSG00000114127			rs2306700-T	rs2306700	0	2306700	missense_variant	0	0.135735	2E-9	8.698970004336019		0.022762	[0.015-0.03] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	3q24	3	148905181	CPA3, AGTR1	CPA3 - UBQLN4P1	ENSG00000163751	ENSG00000241627		7978	80687	rs10935733-T	rs10935733	0	10935733	intron_variant	1	0.399137	2E-13	12.698970004336019		0.019369	[0.014-0.025] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	3q25.31	3	157080505	LOC339894, CCNL1	LEKR1 - LINC00880	ENSG00000197980	ENSG00000243629		34376	1162	rs1482852-A	rs1482852	0	1482852	upstream_gene_variant	1	0.598612	2E-82	81.69897000433602		0.050395	[0.045-0.056] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	3q27.1	3	183631222	KLHL24	KLHL6 - KLHL24	ENSG00000172578	ENSG00000114796		75516	4388	rs11711420-T	rs11711420	0	11711420	upstream_gene_variant	1	0.746655	3E-10	9.522878745280337		0.018654	[0.013-0.024] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	4p15.31	4	17902031	LCORL, DCAF16	LCORL			ENSG00000178177			rs4144829-C	rs4144829	0	4144829	intron_variant	0	0.267008	4E-34	33.39794000867204		0.035507	[0.03-0.041] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	4q24	4	105212027	TET2	TET2			ENSG00000168769			rs6533183-C	rs6533183	0	6533183	intron_variant	0	0.352109	7E-16	15.154901959985743		0.021786	[0.017-0.027] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	4q28.3	4	134200566	PABPC4L	PABPC4L			ENSG00000254535			rs116807401-C	rs116807401	0	116807401	missense_variant	0	0.017555	2E-13	12.698970004336019		0.076602	[0.056-0.097] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	4q31.21	4	144644674	LOC646576, HHIP	HHIP-AS1			ENSG00000248890			rs6845999-T	rs6845999	0	6845999	intron_variant	0	0.431122	2E-24	23.69897000433602		0.026255	[0.021-0.031] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	5p13.1	5	39424526	DAB2	C9, DAB2			ENSG00000113600, ENSG00000153071			rs1818782-C	rs1818782	0	1818782	intron_variant	0	0.636941	4E-9	8.397940008672037		0.015568	[0.01-0.021] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	5q11.2	5	52707563	PELO	MFSD4BP1 - ITGA1	ENSG00000250827	ENSG00000213949		126457	80353	rs351930-T	rs351930	0	351930	intron_variant	1	0.80114	3E-9	8.522878745280337		0.019187	[0.013-0.026] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	5q11.2	5	57795956	ACTBL2	NA - LINC02225		ENSG00000249584			94371	rs854037-A	rs854037	0	854037	intergenic_variant	1	0.814161	9E-16	15.045757490560675		0.026507	[0.02-0.033] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	5q13.1	5	68289895	PIK3R1	PIK3R1			ENSG00000145675			rs28365970-C	rs28365970	0	28365970	intron_variant	0	0.741475	2E-11	10.698970004336019		0.019868	[0.014-0.026] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	5q31.1	5	134502489	PHF15	RNU6-456P - LINC01843	ENSG00000207222	ENSG00000251169		2205	4063	rs1981627-G	rs1981627	0	1981627	intergenic_variant	1	0.584748	8E-11	10.096910013008056		0.017083	[0.012-0.022] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	5q33.3	5	158459619	EBF1	LINC02227 - NA	ENSG00000276778			49846		rs2946179-C	rs2946179	0	2946179	intergenic_variant	1	0.733706	1E-11	11.0		0.019781	[0.014-0.025] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	6p24.3	6	7231610	RREB1	RREB1			ENSG00000124782			rs9379084-G	rs9379084	0	9379084	missense_variant	0	0.882647	1E-7	7.0		0.021801	[0.014-0.03] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	6p22.3	6	20675561	CDKAL1	CDKAL1			ENSG00000145996			rs35261542-C	rs35261542	0	35261542	intron_variant	0	0.733188	3E-45	44.52287874528034		0.040621	[0.035-0.046] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	17p13.1	17	7552219	TNFSF12-TNFSF13	TNFSF12, TNFSF12-TNFSF13			ENSG00000239697, ENSG00000248871			rs4511593-T	rs4511593	0	4511593	intron_variant	0	0.650443	1E-10	10.0		0.017484	[0.012-0.023] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	17p13.1	17	7668434	TP53	TP53			ENSG00000141510			rs78378222-G	rs78378222	0	78378222	3_prime_UTR_variant	0	0.013234	2E-11	10.698970004336019		0.07863	[0.056-0.102] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	17q11.1	17	27325249	WSB1	WSB1 - SYPL1P2	ENSG00000109046	ENSG00000265683		9323	26609	rs9909342-A	rs9909342	0	9909342	regulatory_region_variant	1	0.381476	2E-11	10.698970004336019		0.017867	[0.013-0.023] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	17q11.2	17	30884649	ATAD5	ATAD5			ENSG00000176208			rs7223535-G	rs7223535	0	7223535	intron_variant	0	0.732042	2E-13	12.698970004336019		0.02138	[0.016-0.027] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	17q24.3	17	70094066	KCNJ16	KCNJ16			ENSG00000153822			rs11867479-T	rs11867479	0	11867479	intron_variant	0	0.35339	1E-10	10.0		0.017213	[0.012-0.022] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	17q24.3	17	70468521	KCNJ2							rs10221267-T	rs10221267	0	10221267	intergenic_variant	1	0.511715	7E-11	10.154901959985743		0.016717	[0.012-0.022] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
